Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Diabetes ,abulia,anhedonia,nerviosismo,alucinaciones,hipoexpresividad emocional,anhedonia_intereses_recreativos,gesticulacion_reducida,dificultades en teoría de la mente,obsesiones_presencia,expresion_facial_reducida,anergia_fisica,temblores,comportamiento social inadecuado,dificultades en teoría de la mente,obsesiones_presencia,ideas_delirantes,temblores
Diabetes ,anhedonia_intereses_sexuales,eco del pensamiento,anhedonia_relaciones_familia,afectividad_inapropiada,sentimiento_de_culpa,gesticulacion_reducida,alogia_pobreza_habla,hipervigilancia,paranoia intensa,pensamientos_intrusivos,sueño_o_fatiga,expresion_facial_reducida,control_pensamiento,disminucion_del_libido,ideas_delirantes,eco del pensamiento,anhedonia_relaciones_familia
Diabetes ,expresion_facial_reducida,paranoia intensa,lenguaje desorganizado,comportamiento motor desorganizado,lenguaje desorganizado,alogia_pobreza_habla,anhedonia_relaciones_amigos,alogia_bloqueos_pensamiento,preocupacion,procesamiento_info_deficit,cambios_en_el_apetito,control_pensamiento,alogia,hipoexpresividad emocional,cambios_en_el_apetito,sudoracion,anergia_fisica
Diabetes ,anhedonia_intereses_recreativos,pensamientos_intrusivos,control_pensamiento,alogia_pobreza_contenido,sueño_o_fatiga,comportamiento social inadecuado,sueño_o_fatiga,hipervigilancia,tristeza,expresion_facial_reducida,alogia,abulia_trabajo_estudio,alogia_bloqueos_pensamiento,alogia_bloqueos_pensamiento,procesamiento_info_deficit,anhedonia_relaciones_amigos,ideas_suicidas
Gastroenteritis,desorganización del pensamiento,dificultad_de_concetracion,eco del pensamiento,taquicardia,memoria_deterioro,irritabilidad,memoria_deterioro,preocupacion,hipoexpresividad emocional,anergia_fisica,anhedonia_sociabilidad,alogia_pobreza_habla,tristeza,sentimiento_de_culpa,irritabilidad,desorganización del pensamiento,alogia_pobreza_habla
Gastroenteritis,temblores,nerviosismo,gesticulacion_reducida,memoria_deterioro,alogia_bloqueos_pensamiento,disnea,dificultad_de_concetracion,dificultad_de_concetracion,hipervigilancia,comportamiento social inadecuado,alogia_pobreza_contenido,sueño_o_fatiga,cambios_en_el_apetito,taquicardia,lenguaje desorganizado,catatonía,comportamiento social inadecuado
Gastroenteritis,hipervigilancia,abulia,taquicardia,ideas_delirantes,pensamientos_intrusivos,ideas_delirantes,anhedonia_intereses_sexuales,catatonía,desorganización del pensamiento,ideas_suicidas,irritabilidad,procesamiento_info_deficit,alogia_pobreza_habla,atencion_deterioro,anhedonia,abulia_trabajo_estudio,catatonía
Gastroenteritis,anhedonia_relaciones_amigos,alogia_pobreza_contenido,anhedonia_intereses_recreativos,memoria_deterioro,pensamientos_intrusivos,eco del pensamiento,lenguaje desorganizado,sudoracion,dificultad_de_concetracion,dificultad_de_concetracion,procesamiento_info_deficit,comportamiento motor desorganizado,anergia_fisica,nerviosismo,eco del pensamiento,anhedonia_relaciones_familia,hipervigilancia
Gastroenteritis,sudoracion,paranoia intensa,dificultades en teoría de la mente,taquicardia,hipervigilancia,pensamientos_intrusivos,anhedonia,abulia,alogia_pobreza_habla,alogia_pobreza_contenido,pensamientos_intrusivos,anhedonia_relaciones_amigos,alogia,anhedonia_intereses_recreativos,preocupacion,disnea,expresion_facial_reducida
Gastroenteritis,desorganización del pensamiento,anhedonia_intereses_sexuales,sueño_o_fatiga,comportamiento motor desorganizado,catatonía,cambios_en_el_apetito,anhedonia_sociabilidad,alogia,alogia,disnea,paranoia intensa,memoria_deterioro,dificultad_de_concetracion,comportamiento motor desorganizado,alucinaciones,anhedonia_relaciones_amigos,anhedonia_intereses_sexuales
Gastroenteritis,comportamiento social inadecuado,dificultad_de_concetracion,temblores,anhedonia_relaciones_amigos,anhedonia,sueño_o_fatiga,tristeza,alogia_bloqueos_pensamiento,atencion_deterioro,preocupacion,obsesiones_presencia,hipoexpresividad emocional,anhedonia_relaciones_amigos,taquicardia,procesamiento_info_deficit,nerviosismo,temblores
Gastroenteritis,contacto_visual_bajo,anhedonia,irritabilidad,alogia_pobreza_contenido,gesticulacion_reducida,anergia_fisica,anhedonia_intereses_recreativos,irritabilidad,obsesiones_presencia,catatonía,anhedonia_relaciones_amigos,alogia,preocupacion,eco del pensamiento,alogia_bloqueos_pensamiento,gesticulacion_reducida,expresion_facial_reducida
Gastroenteritis,anhedonia,anhedonia_relaciones_amigos,irritabilidad,sueño_o_fatiga,hipervigilancia,nerviosismo,desorganización del pensamiento,expresion_facial_reducida,alogia,gesticulacion_reducida,sentimiento_de_culpa,pensamientos_intrusivos,preocupacion,dificultad_de_concetracion,dificultades en teoría de la mente,sentimiento_de_culpa,abulia_higiene
Gastroenteritis,anhedonia,afectividad_inapropiada,catatonía,alucinaciones,preocupacion,alogia_bloqueos_pensamiento,ideas_suicidas,dificultades en teoría de la mente,sudoracion,comportamiento motor desorganizado,comportamiento motor desorganizado,abulia,procesamiento_info_deficit,anhedonia_intereses_sexuales,desorganización del pensamiento,dificultades en teoría de la mente,expresion_facial_reducida
Bronchial Asthma,disnea,alogia_pobreza_contenido,gesticulacion_reducida,desorganización del pensamiento,abulia_higiene,preocupacion,disnea,atencion_deterioro,abulia_trabajo_estudio,obsesiones_presencia,ideas_suicidas,obsesiones_presencia,dificultades en teoría de la mente,catatonía,anhedonia,alucinaciones,abulia_higiene
Bronchial Asthma,alogia_bloqueos_pensamiento,contacto_visual_bajo,alogia,tristeza,sueño_o_fatiga,sentimiento_de_culpa,contacto_visual_bajo,comportamiento motor desorganizado,nerviosismo,anhedonia_relaciones_familia,comportamiento social inadecuado,abulia_higiene,abulia,anhedonia_sociabilidad,pensamientos_intrusivos,catatonía,paranoia intensa
Bronchial Asthma,disminucion_del_libido,sudoracion,alogia,sentimiento_de_culpa,ideas_suicidas,comportamiento motor desorganizado,ideas_suicidas,alogia,anhedonia_intereses_sexuales,abulia_higiene,expresion_facial_reducida,catatonía,irritabilidad,abulia,alogia_pobreza_habla,pensamientos_intrusivos,hipoexpresividad emocional
Bronchial Asthma,sentimiento_de_culpa,nerviosismo,ideas_suicidas,alucinaciones,gesticulacion_reducida,comportamiento social inadecuado,alogia,hipoexpresividad emocional,anhedonia_relaciones_familia,lenguaje desorganizado,tristeza,pensamientos_intrusivos,obsesiones_presencia,anhedonia_relaciones_familia,alogia_bloqueos_pensamiento,anhedonia,sentimiento_de_culpa
Bronchial Asthma,atencion_deterioro,catatonía,abulia_trabajo_estudio,expresion_facial_reducida,disnea,dificultades en teoría de la mente,hipoexpresividad emocional,afectividad_inapropiada,anhedonia_intereses_recreativos,anhedonia_intereses_recreativos,lenguaje desorganizado,eco del pensamiento,control_pensamiento,anhedonia_relaciones_amigos,procesamiento_info_deficit,nerviosismo,pensamientos_intrusivos
Bronchial Asthma,anhedonia_relaciones_amigos,contacto_visual_bajo,ideas_delirantes,comportamiento motor desorganizado,dificultad_de_concetracion,sudoracion,nerviosismo,abulia_higiene,comportamiento motor desorganizado,comportamiento social inadecuado,temblores,disminucion_del_libido,hipervigilancia,anhedonia_intereses_recreativos,anhedonia_intereses_sexuales,nerviosismo,alucinaciones
Bronchial Asthma,cambios_en_el_apetito,taquicardia,dificultad_de_concetracion,anhedonia_relaciones_amigos,contacto_visual_bajo,desorganización del pensamiento,anergia_fisica,anergia_fisica,taquicardia,temblores,abulia_higiene,preocupacion,hipervigilancia,alogia_pobreza_contenido,sueño_o_fatiga,hipervigilancia,cambios_en_el_apetito
Bronchial Asthma,abulia_higiene,temblores,alogia_pobreza_contenido,abulia_trabajo_estudio,memoria_deterioro,atencion_deterioro,dificultades en teoría de la mente,contacto_visual_bajo,anhedonia,abulia,obsesiones_presencia,ideas_suicidas,anhedonia_intereses_recreativos,gesticulacion_reducida,gesticulacion_reducida,anhedonia_relaciones_amigos,anhedonia
Bronchial Asthma,dificultades en teoría de la mente,disnea,procesamiento_info_deficit,obsesiones_presencia,cambios_en_el_apetito,desorganización del pensamiento,anhedonia_intereses_sexuales,abulia_trabajo_estudio,hipervigilancia,abulia_trabajo_estudio,alucinaciones,procesamiento_info_deficit,abulia,gesticulacion_reducida,dificultad_de_concetracion,alucinaciones,obsesiones_presencia
Bronchial Asthma,desorganización del pensamiento,anhedonia_sociabilidad,nerviosismo,irritabilidad,alogia,contacto_visual_bajo,dificultades en teoría de la mente,anhedonia_relaciones_familia,temblores,procesamiento_info_deficit,comportamiento motor desorganizado,desorganización del pensamiento,comportamiento social inadecuado,comportamiento social inadecuado,contacto_visual_bajo,gesticulacion_reducida,contacto_visual_bajo
Hypertension ,sentimiento_de_culpa,abulia_higiene,anhedonia,expresion_facial_reducida,alogia_pobreza_contenido,cambios_en_el_apetito,lenguaje desorganizado,eco del pensamiento,ideas_delirantes,alogia_pobreza_habla,disnea,preocupacion,hipervigilancia,afectividad_inapropiada,alogia,alogia_pobreza_contenido,anergia_fisica
Hypertension ,procesamiento_info_deficit,abulia_trabajo_estudio,catatonía,anergia_fisica,sudoracion,cambios_en_el_apetito,contacto_visual_bajo,abulia_higiene,lenguaje desorganizado,abulia_trabajo_estudio,comportamiento motor desorganizado,anergia_fisica,hipoexpresividad emocional,abulia_higiene,hipervigilancia,abulia,alogia_pobreza_habla
Hypertension ,anhedonia_relaciones_familia,comportamiento motor desorganizado,sueño_o_fatiga,obsesiones_presencia,ideas_delirantes,anhedonia_intereses_sexuales,anergia_fisica,ideas_suicidas,anhedonia_intereses_sexuales,alogia_pobreza_contenido,pensamientos_intrusivos,anhedonia_intereses_recreativos,ideas_suicidas,lenguaje desorganizado,alucinaciones,anergia_fisica,alogia_pobreza_contenido
Hypertension ,dificultades en teoría de la mente,tristeza,anhedonia_relaciones_amigos,anergia_fisica,abulia_higiene,alogia,pensamientos_intrusivos,disminucion_del_libido,anhedonia,procesamiento_info_deficit,sudoracion,expresion_facial_reducida,atencion_deterioro,taquicardia,eco del pensamiento,irritabilidad,anhedonia
Hypertension ,alogia_pobreza_habla,alogia_pobreza_contenido,preocupacion,dificultades en teoría de la mente,anhedonia_relaciones_amigos,anhedonia_intereses_sexuales,obsesiones_presencia,abulia,anhedonia_intereses_recreativos,temblores,gesticulacion_reducida,anhedonia_sociabilidad,temblores,contacto_visual_bajo,sentimiento_de_culpa,sentimiento_de_culpa,memoria_deterioro
Hypertension ,memoria_deterioro,cambios_en_el_apetito,desorganización del pensamiento,tristeza,control_pensamiento,lenguaje desorganizado,cambios_en_el_apetito,atencion_deterioro,catatonía,anhedonia_sociabilidad,abulia_trabajo_estudio,contacto_visual_bajo,alogia_pobreza_habla,anhedonia_sociabilidad,memoria_deterioro,cambios_en_el_apetito,control_pensamiento
Hypertension ,alucinaciones,preocupacion,eco del pensamiento,catatonía,sudoracion,alogia,procesamiento_info_deficit,ideas_suicidas,procesamiento_info_deficit,pensamientos_intrusivos,disnea,anhedonia_sociabilidad,ideas_suicidas,abulia_higiene,anhedonia_intereses_recreativos,sudoracion,disnea
Hypertension ,desorganización del pensamiento,afectividad_inapropiada,alucinaciones,preocupacion,disminucion_del_libido,memoria_deterioro,alogia_pobreza_habla,preocupacion,taquicardia,anhedonia_intereses_sexuales,paranoia intensa,ideas_delirantes,afectividad_inapropiada,alucinaciones,lenguaje desorganizado,taquicardia,catatonía
Hypertension ,taquicardia,temblores,procesamiento_info_deficit,hipoexpresividad emocional,temblores,preocupacion,atencion_deterioro,disnea,dificultades en teoría de la mente,alucinaciones,anhedonia_intereses_recreativos,alogia_pobreza_habla,temblores,taquicardia,catatonía,anhedonia_sociabilidad,memoria_deterioro
Hypertension ,obsesiones_presencia,anhedonia_relaciones_familia,alucinaciones,obsesiones_presencia,hipervigilancia,temblores,obsesiones_presencia,alogia,disnea,sudoracion,preocupacion,abulia_higiene,procesamiento_info_deficit,catatonía,dificultad_de_concetracion,alogia_pobreza_habla,desorganización del pensamiento
Migraine,contacto_visual_bajo,paranoia intensa,alogia_pobreza_habla,irritabilidad,alucinaciones,anhedonia_relaciones_familia,pensamientos_intrusivos,expresion_facial_reducida,ideas_suicidas,sentimiento_de_culpa,sudoracion,ideas_suicidas,obsesiones_presencia,taquicardia,abulia_trabajo_estudio,alogia_pobreza_habla,alogia_bloqueos_pensamiento
Migraine,abulia_trabajo_estudio,gesticulacion_reducida,ideas_delirantes,nerviosismo,ideas_suicidas,eco del pensamiento,procesamiento_info_deficit,anhedonia_intereses_recreativos,dificultad_de_concetracion,nerviosismo,afectividad_inapropiada,expresion_facial_reducida,disminucion_del_libido,disminucion_del_libido,dificultades en teoría de la mente,contacto_visual_bajo,anhedonia_relaciones_amigos
Migraine,contacto_visual_bajo,anhedonia_relaciones_familia,alogia_bloqueos_pensamiento,sentimiento_de_culpa,abulia,anhedonia,comportamiento social inadecuado,eco del pensamiento,temblores,disminucion_del_libido,tristeza,temblores,paranoia intensa,dificultad_de_concetracion,anhedonia_relaciones_amigos,alogia_bloqueos_pensamiento,alogia_pobreza_contenido
Migraine,ideas_delirantes,anhedonia_relaciones_amigos,alogia_pobreza_contenido,expresion_facial_reducida,anhedonia_intereses_sexuales,anhedonia_intereses_recreativos,anhedonia_relaciones_familia,abulia_trabajo_estudio,abulia,taquicardia,anhedonia_relaciones_familia,anhedonia,atencion_deterioro,irritabilidad,afectividad_inapropiada,atencion_deterioro,anhedonia_intereses_sexuales
Migraine,hipervigilancia,sudoracion,abulia_higiene,alogia,expresion_facial_reducida,anhedonia_sociabilidad,contacto_visual_bajo,sentimiento_de_culpa,anhedonia_sociabilidad,sudoracion,obsesiones_presencia,paranoia intensa,alucinaciones,hipervigilancia,pensamientos_intrusivos,preocupacion,abulia_trabajo_estudio
Migraine,anhedonia_intereses_recreativos,alogia_pobreza_contenido,alogia_bloqueos_pensamiento,paranoia intensa,disnea,alogia_pobreza_habla,ideas_delirantes,alogia_pobreza_habla,disminucion_del_libido,catatonía,disnea,anhedonia_sociabilidad,desorganización del pensamiento,disnea,paranoia intensa,anhedonia_relaciones_familia,alucinaciones
Migraine,memoria_deterioro,disminucion_del_libido,abulia_trabajo_estudio,memoria_deterioro,anhedonia_intereses_recreativos,taquicardia,hipervigilancia,hipoexpresividad emocional,abulia,nerviosismo,expresion_facial_reducida,temblores,memoria_deterioro,hipervigilancia,comportamiento social inadecuado,procesamiento_info_deficit,nerviosismo
Migraine,anhedonia_sociabilidad,comportamiento social inadecuado,obsesiones_presencia,anhedonia_sociabilidad,alogia_bloqueos_pensamiento,anhedonia_sociabilidad,ideas_delirantes,atencion_deterioro,alogia_pobreza_habla,alogia_pobreza_contenido,anergia_fisica,dificultad_de_concetracion,dificultad_de_concetracion,dificultad_de_concetracion,anhedonia,gesticulacion_reducida,anergia_fisica
Migraine,alogia_pobreza_contenido,hipervigilancia,comportamiento social inadecuado,preocupacion,taquicardia,alogia_pobreza_contenido,sentimiento_de_culpa,alogia_pobreza_habla,sentimiento_de_culpa,alogia_pobreza_contenido,sudoracion,anhedonia_intereses_recreativos,alucinaciones,disminucion_del_libido,afectividad_inapropiada,sentimiento_de_culpa,anhedonia_sociabilidad
Migraine,abulia_trabajo_estudio,afectividad_inapropiada,abulia,cambios_en_el_apetito,memoria_deterioro,control_pensamiento,lenguaje desorganizado,temblores,comportamiento motor desorganizado,anergia_fisica,disnea,obsesiones_presencia,tristeza,alogia,tristeza,anhedonia,anergia_fisica
Cervical Spondylosis,comportamiento social inadecuado,preocupacion,alogia_pobreza_contenido,abulia_higiene,lenguaje desorganizado,contacto_visual_bajo,abulia_higiene,memoria_deterioro,alogia_pobreza_habla,nerviosismo,dificultad_de_concetracion,sueño_o_fatiga,abulia,sentimiento_de_culpa,sudoracion,anhedonia_relaciones_amigos,alogia_bloqueos_pensamiento
Cervical Spondylosis,irritabilidad,anhedonia_relaciones_amigos,alogia,catatonía,alucinaciones,disminucion_del_libido,disminucion_del_libido,gesticulacion_reducida,ideas_delirantes,alogia_bloqueos_pensamiento,irritabilidad,eco del pensamiento,anhedonia_intereses_sexuales,abulia,pensamientos_intrusivos,anhedonia_relaciones_familia,afectividad_inapropiada
Cervical Spondylosis,tristeza,anhedonia_intereses_sexuales,alucinaciones,comportamiento social inadecuado,alogia_bloqueos_pensamiento,pensamientos_intrusivos,temblores,eco del pensamiento,anhedonia_intereses_recreativos,comportamiento motor desorganizado,catatonía,pensamientos_intrusivos,afectividad_inapropiada,ideas_delirantes,desorganización del pensamiento,anergia_fisica,anhedonia_intereses_recreativos
Cervical Spondylosis,atencion_deterioro,alogia_pobreza_habla,anhedonia_relaciones_amigos,anergia_fisica,obsesiones_presencia,anhedonia_intereses_sexuales,pensamientos_intrusivos,abulia_higiene,disminucion_del_libido,anhedonia_sociabilidad,anhedonia_relaciones_familia,abulia_trabajo_estudio,anhedonia_relaciones_amigos,disnea,taquicardia,obsesiones_presencia,memoria_deterioro
Cervical Spondylosis,atencion_deterioro,sudoracion,atencion_deterioro,control_pensamiento,control_pensamiento,gesticulacion_reducida,cambios_en_el_apetito,desorganización del pensamiento,abulia,anhedonia_intereses_recreativos,tristeza,anhedonia_intereses_recreativos,tristeza,anhedonia,eco del pensamiento,comportamiento social inadecuado,pensamientos_intrusivos
Cervical Spondylosis,nerviosismo,eco del pensamiento,abulia_trabajo_estudio,anhedonia,hipervigilancia,anhedonia_relaciones_amigos,sudoracion,abulia,lenguaje desorganizado,anergia_fisica,sueño_o_fatiga,ideas_suicidas,alucinaciones,irritabilidad,contacto_visual_bajo,alogia_pobreza_habla,irritabilidad
Cervical Spondylosis,cambios_en_el_apetito,procesamiento_info_deficit,expresion_facial_reducida,obsesiones_presencia,anhedonia_relaciones_amigos,dificultad_de_concetracion,contacto_visual_bajo,preocupacion,temblores,sentimiento_de_culpa,alogia_pobreza_contenido,alogia,obsesiones_presencia,memoria_deterioro,preocupacion,comportamiento motor desorganizado,procesamiento_info_deficit
Cervical Spondylosis,comportamiento social inadecuado,irritabilidad,sentimiento_de_culpa,preocupacion,anhedonia_relaciones_familia,hipervigilancia,nerviosismo,alogia,catatonía,procesamiento_info_deficit,contacto_visual_bajo,hipervigilancia,comportamiento motor desorganizado,abulia_higiene,anhedonia_relaciones_amigos,anergia_fisica,abulia
Cervical Spondylosis,control_pensamiento,catatonía,desorganización del pensamiento,sentimiento_de_culpa,procesamiento_info_deficit,alucinaciones,pensamientos_intrusivos,catatonía,lenguaje desorganizado,ideas_delirantes,abulia,alogia_bloqueos_pensamiento,taquicardia,dificultad_de_concetracion,dificultad_de_concetracion,disnea,preocupacion
Cervical Spondylosis,alucinaciones,pensamientos_intrusivos,eco del pensamiento,gesticulacion_reducida,alogia_pobreza_habla,anhedonia_intereses_sexuales,alogia_pobreza_habla,atencion_deterioro,atencion_deterioro,comportamiento motor desorganizado,sentimiento_de_culpa,anhedonia,memoria_deterioro,sudoracion,lenguaje desorganizado,temblores,alogia_pobreza_habla
Paralysis (Brain Hemorrhage),atencion_deterioro,procesamiento_info_deficit,abulia_trabajo_estudio,memoria_deterioro,alogia_pobreza_contenido,anhedonia_relaciones_amigos,hipervigilancia,control_pensamiento,expresion_facial_reducida,alogia_pobreza_habla,alogia_pobreza_habla,control_pensamiento,desorganización del pensamiento,alogia,alogia_pobreza_contenido,ideas_suicidas,disnea
Paralysis (Brain Hemorrhage),dificultad_de_concetracion,alogia_pobreza_contenido,anhedonia_relaciones_familia,anhedonia_intereses_sexuales,abulia_higiene,dificultad_de_concetracion,abulia_trabajo_estudio,anhedonia_intereses_recreativos,alucinaciones,gesticulacion_reducida,ideas_delirantes,hipoexpresividad emocional,expresion_facial_reducida,alogia_pobreza_habla,alogia_pobreza_contenido,irritabilidad,paranoia intensa
Paralysis (Brain Hemorrhage),dificultades en teoría de la mente,irritabilidad,hipoexpresividad emocional,dificultades en teoría de la mente,dificultad_de_concetracion,sudoracion,anhedonia_sociabilidad,alucinaciones,anergia_fisica,alogia_bloqueos_pensamiento,obsesiones_presencia,sueño_o_fatiga,anhedonia,abulia_trabajo_estudio,abulia_trabajo_estudio,catatonía,ideas_delirantes
Paralysis (Brain Hemorrhage),nerviosismo,sueño_o_fatiga,contacto_visual_bajo,alogia_bloqueos_pensamiento,anergia_fisica,memoria_deterioro,catatonía,hipervigilancia,lenguaje desorganizado,irritabilidad,procesamiento_info_deficit,anhedonia_intereses_recreativos,abulia_higiene,obsesiones_presencia,anhedonia_sociabilidad,anhedonia_sociabilidad,desorganización del pensamiento
Paralysis (Brain Hemorrhage),pensamientos_intrusivos,abulia_trabajo_estudio,abulia_trabajo_estudio,contacto_visual_bajo,gesticulacion_reducida,dificultades en teoría de la mente,anhedonia_relaciones_amigos,temblores,anhedonia_intereses_recreativos,contacto_visual_bajo,catatonía,expresion_facial_reducida,sudoracion,sudoracion,control_pensamiento,disnea,anhedonia_intereses_recreativos
Paralysis (Brain Hemorrhage),anhedonia_intereses_sexuales,dificultades en teoría de la mente,hipoexpresividad emocional,temblores,sueño_o_fatiga,anhedonia_sociabilidad,ideas_suicidas,cambios_en_el_apetito,alogia,ideas_delirantes,temblores,alucinaciones,abulia,ideas_delirantes,abulia_trabajo_estudio,temblores,obsesiones_presencia
Paralysis (Brain Hemorrhage),hipoexpresividad emocional,memoria_deterioro,abulia_trabajo_estudio,alogia_pobreza_habla,abulia_higiene,paranoia intensa,expresion_facial_reducida,abulia,anhedonia_sociabilidad,anhedonia,hipervigilancia,anhedonia_intereses_recreativos,anhedonia_sociabilidad,anhedonia_relaciones_amigos,dificultades en teoría de la mente,nerviosismo,sentimiento_de_culpa
Paralysis (Brain Hemorrhage),comportamiento social inadecuado,gesticulacion_reducida,anhedonia,anhedonia_intereses_sexuales,ideas_delirantes,sentimiento_de_culpa,pensamientos_intrusivos,disnea,hipervigilancia,pensamientos_intrusivos,expresion_facial_reducida,sentimiento_de_culpa,anergia_fisica,hipervigilancia,anergia_fisica,lenguaje desorganizado,alucinaciones
Paralysis (Brain Hemorrhage),anhedonia_relaciones_familia,cambios_en_el_apetito,ideas_delirantes,alogia,gesticulacion_reducida,preocupacion,gesticulacion_reducida,pensamientos_intrusivos,ideas_delirantes,anhedonia_intereses_sexuales,nerviosismo,irritabilidad,sentimiento_de_culpa,sueño_o_fatiga,anhedonia_intereses_recreativos,tristeza,gesticulacion_reducida
Paralysis (Brain Hemorrhage),sudoracion,alogia_pobreza_contenido,contacto_visual_bajo,pensamientos_intrusivos,pensamientos_intrusivos,tristeza,comportamiento social inadecuado,alogia_pobreza_habla,dificultad_de_concetracion,atencion_deterioro,memoria_deterioro,eco del pensamiento,obsesiones_presencia,anhedonia_relaciones_familia,alogia,memoria_deterioro,hipoexpresividad emocional
Jaundice,ideas_delirantes,control_pensamiento,sueño_o_fatiga,contacto_visual_bajo,tristeza,sentimiento_de_culpa,anhedonia_intereses_sexuales,expresion_facial_reducida,alogia_bloqueos_pensamiento,procesamiento_info_deficit,afectividad_inapropiada,nerviosismo,memoria_deterioro,dificultad_de_concetracion,preocupacion,expresion_facial_reducida,anhedonia_relaciones_familia
Jaundice,irritabilidad,cambios_en_el_apetito,sudoracion,alucinaciones,dificultades en teoría de la mente,disnea,abulia_higiene,control_pensamiento,abulia_higiene,sudoracion,cambios_en_el_apetito,dificultad_de_concetracion,comportamiento motor desorganizado,contacto_visual_bajo,taquicardia,lenguaje desorganizado,afectividad_inapropiada
Jaundice,tristeza,dificultad_de_concetracion,alucinaciones,disnea,expresion_facial_reducida,sentimiento_de_culpa,hipoexpresividad emocional,alogia_pobreza_habla,ideas_delirantes,anhedonia_sociabilidad,expresion_facial_reducida,obsesiones_presencia,ideas_delirantes,atencion_deterioro,expresion_facial_reducida,hipervigilancia,lenguaje desorganizado
Jaundice,abulia_higiene,paranoia intensa,hipervigilancia,ideas_delirantes,anhedonia_sociabilidad,anergia_fisica,comportamiento motor desorganizado,atencion_deterioro,contacto_visual_bajo,catatonía,afectividad_inapropiada,procesamiento_info_deficit,preocupacion,irritabilidad,alucinaciones,alogia,abulia_trabajo_estudio
Jaundice,afectividad_inapropiada,dificultad_de_concetracion,eco del pensamiento,gesticulacion_reducida,expresion_facial_reducida,alogia_pobreza_contenido,abulia_trabajo_estudio,alogia_bloqueos_pensamiento,obsesiones_presencia,hipervigilancia,memoria_deterioro,alucinaciones,irritabilidad,control_pensamiento,alogia_pobreza_contenido,anhedonia_relaciones_familia,hipoexpresividad emocional
Jaundice,anhedonia,pensamientos_intrusivos,tristeza,disminucion_del_libido,tristeza,taquicardia,disminucion_del_libido,alucinaciones,procesamiento_info_deficit,gesticulacion_reducida,ideas_delirantes,dificultades en teoría de la mente,disminucion_del_libido,alogia,temblores,contacto_visual_bajo,alogia_bloqueos_pensamiento
Jaundice,paranoia intensa,abulia_higiene,nerviosismo,anhedonia_intereses_recreativos,atencion_deterioro,afectividad_inapropiada,anhedonia_relaciones_amigos,anhedonia,desorganización del pensamiento,afectividad_inapropiada,disminucion_del_libido,afectividad_inapropiada,sudoracion,dificultades en teoría de la mente,anergia_fisica,control_pensamiento,abulia_trabajo_estudio
Jaundice,anhedonia_intereses_sexuales,dificultad_de_concetracion,anhedonia_intereses_sexuales,alucinaciones,alucinaciones,abulia_higiene,alucinaciones,dificultades en teoría de la mente,hipervigilancia,comportamiento motor desorganizado,obsesiones_presencia,catatonía,anergia_fisica,ideas_delirantes,comportamiento social inadecuado,anhedonia_relaciones_familia,abulia
Jaundice,anhedonia,eco del pensamiento,cambios_en_el_apetito,desorganización del pensamiento,procesamiento_info_deficit,anergia_fisica,dificultades en teoría de la mente,tristeza,procesamiento_info_deficit,hipoexpresividad emocional,dificultad_de_concetracion,disminucion_del_libido,temblores,anhedonia_relaciones_amigos,disnea,sueño_o_fatiga,anhedonia_intereses_sexuales
Jaundice,dificultades en teoría de la mente,sudoracion,afectividad_inapropiada,preocupacion,alogia_pobreza_habla,disnea,sueño_o_fatiga,hipoexpresividad emocional,abulia,memoria_deterioro,anhedonia_relaciones_amigos,hipoexpresividad emocional,dificultades en teoría de la mente,anhedonia_relaciones_amigos,disminucion_del_libido,afectividad_inapropiada,abulia_trabajo_estudio
Malaria,anhedonia,paranoia intensa,disminucion_del_libido,abulia,abulia_trabajo_estudio,hipervigilancia,temblores,lenguaje desorganizado,sudoracion,ideas_delirantes,anhedonia_relaciones_amigos,abulia,cambios_en_el_apetito,anergia_fisica,sudoracion,desorganización del pensamiento,pensamientos_intrusivos
Malaria,procesamiento_info_deficit,anhedonia_intereses_sexuales,preocupacion,sentimiento_de_culpa,preocupacion,anhedonia_relaciones_familia,gesticulacion_reducida,nerviosismo,alogia_pobreza_contenido,memoria_deterioro,atencion_deterioro,alucinaciones,anergia_fisica,nerviosismo,comportamiento motor desorganizado,contacto_visual_bajo,comportamiento social inadecuado
Malaria,ideas_suicidas,anhedonia_relaciones_amigos,anhedonia_intereses_recreativos,sudoracion,obsesiones_presencia,lenguaje desorganizado,comportamiento motor desorganizado,lenguaje desorganizado,disminucion_del_libido,temblores,preocupacion,anhedonia_intereses_recreativos,dificultad_de_concetracion,abulia_trabajo_estudio,comportamiento motor desorganizado,afectividad_inapropiada,alogia_pobreza_contenido
Malaria,catatonía,dificultades en teoría de la mente,anhedonia_intereses_sexuales,hipoexpresividad emocional,sentimiento_de_culpa,tristeza,hipoexpresividad emocional,tristeza,temblores,alogia_pobreza_contenido,alucinaciones,atencion_deterioro,anhedonia_intereses_sexuales,tristeza,preocupacion,anhedonia_relaciones_familia,preocupacion
