Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4,Symptom_5,Symptom_6,Symptom_7,Symptom_8,Symptom_9,Symptom_10,Symptom_11,Symptom_12,Symptom_13,Symptom_14,Symptom_15,Symptom_16,Symptom_17
Esquizofrenia_desorganizada,lenguaje desorganizado,desorganización del pensamiento,obsesiones_presencia,abulia,alogia,dificultad_de_concetracion,taquicardia,anhedonia_relaciones_amigos,ideas_delirantes,sueño_o_fatiga,irritabilidad,tristeza,ideas_suicidas,contacto_visual_bajo,anhedonia_sociabilidad,expresion_facial_reducida,hipoexpresividad emocional
Esquizofrenia_residual,contacto_visual_bajo,eco del pensamiento,pensamientos_intrusivos,irritabilidad,anhedonia,gesticulacion_reducida,expresion_facial_reducida,atencion_deterioro,ideas_delirantes,anergia_fisica,control_pensamiento,memoria_deterioro,temblores,procesamiento_info_deficit,abulia_trabajo_estudio,sudoracion,abulia
Esquizofrenia_catatónica,anergia_fisica,paranoia intensa,obsesiones_presencia,anhedonia_intereses_sexuales,temblores,dificultades en teoría de la mente,sudoracion,hipoexpresividad emocional,alucinaciones,control_pensamiento,alogia_bloqueos_pensamiento,abulia_higiene,pensamientos_intrusivos,disminucion_del_libido,taquicardia,memoria_deterioro,abulia
Esquizofrenia_indiferenciada,paranoia intensa,comportamiento motor desorganizado,procesamiento_info_deficit,sentimiento_de_culpa,pensamientos_intrusivos,disnea,alogia_pobreza_habla,anhedonia_relaciones_amigos,disminucion_del_libido,hipervigilancia,temblores,lenguaje desorganizado,dificultad_de_concetracion,anhedonia_relaciones_familia,irritabilidad,gesticulacion_reducida,sueño_o_fatiga
Esquizofrenia_desorganizada,sueño_o_fatiga,alogia_pobreza_contenido,sudoracion,tristeza,paranoia intensa,anergia_fisica,preocupacion,anhedonia_relaciones_familia,expresion_facial_reducida,procesamiento_info_deficit,alucinaciones,ideas_delirantes,dificultades en teoría de la mente,alogia_bloqueos_pensamiento,gesticulacion_reducida,hipoexpresividad emocional,comportamiento motor desorganizado
Esquizofrenia_desorganizada,atencion_deterioro,gesticulacion_reducida,paranoia intensa,nerviosismo,alogia_bloqueos_pensamiento,alucinaciones,disnea,preocupacion,lenguaje desorganizado,alogia_pobreza_habla,obsesiones_presencia,catatonía,hipervigilancia,anhedonia_relaciones_familia,desorganización del pensamiento,ideas_delirantes,ideas_suicidas
Esquizofrenia_paranoide,temblores,nerviosismo,expresion_facial_reducida,disnea,control_pensamiento,abulia_trabajo_estudio,obsesiones_presencia,alogia_pobreza_contenido,comportamiento motor desorganizado,lenguaje desorganizado,ideas_delirantes,abulia,anhedonia_relaciones_familia,preocupacion,sudoracion,anhedonia_relaciones_amigos,dificultad_de_concetracion
Esquizofrenia_indiferenciada,abulia_trabajo_estudio,hipoexpresividad emocional,alogia_pobreza_habla,afectividad_inapropiada,taquicardia,pensamientos_intrusivos,expresion_facial_reducida,anhedonia_relaciones_amigos,sentimiento_de_culpa,anergia_fisica,anhedonia,desorganización del pensamiento,alogia_pobreza_contenido,comportamiento social inadecuado,nerviosismo,atencion_deterioro,catatonía
Esquizofrenia_paranoide,sentimiento_de_culpa,afectividad_inapropiada,hipoexpresividad emocional,alogia_bloqueos_pensamiento,catatonía,ideas_suicidas,anhedonia_relaciones_familia,dificultad_de_concetracion,alogia,anhedonia_relaciones_amigos,anhedonia_sociabilidad,obsesiones_presencia,anhedonia_intereses_sexuales,dificultades en teoría de la mente,gesticulacion_reducida,alogia_pobreza_habla,expresion_facial_reducida
Esquizofrenia_residual,disminucion_del_libido,anhedonia_intereses_sexuales,comportamiento motor desorganizado,alogia_bloqueos_pensamiento,desorganización del pensamiento,alucinaciones,catatonía,obsesiones_presencia,hipoexpresividad emocional,anhedonia_intereses_recreativos,anhedonia_relaciones_familia,abulia_higiene,alogia_pobreza_habla,anhedonia_sociabilidad,expresion_facial_reducida,contacto_visual_bajo,lenguaje desorganizado
Esquizofrenia_residual,disnea,anhedonia_relaciones_amigos,alogia_pobreza_habla,hipoexpresividad emocional,disminucion_del_libido,temblores,ideas_delirantes,control_pensamiento,lenguaje desorganizado,sentimiento_de_culpa,memoria_deterioro,catatonía,preocupacion,atencion_deterioro,anhedonia_intereses_recreativos,cambios_en_el_apetito,tristeza
Esquizofrenia_residual,sudoracion,afectividad_inapropiada,nerviosismo,dificultades en teoría de la mente,control_pensamiento,sentimiento_de_culpa,abulia,desorganización del pensamiento,alucinaciones,gesticulacion_reducida,hipervigilancia,comportamiento motor desorganizado,eco del pensamiento,preocupacion,abulia_trabajo_estudio,pensamientos_intrusivos,anhedonia_relaciones_amigos
Esquizofrenia_desorganizada,gesticulacion_reducida,sentimiento_de_culpa,hipervigilancia,anhedonia,alogia_pobreza_contenido,alogia_pobreza_habla,irritabilidad,memoria_deterioro,contacto_visual_bajo,atencion_deterioro,anhedonia_intereses_recreativos,control_pensamiento,temblores,obsesiones_presencia,taquicardia,anhedonia_intereses_sexuales,sudoracion
Esquizofrenia_desorganizada,hipervigilancia,cambios_en_el_apetito,sudoracion,abulia_higiene,anergia_fisica,dificultad_de_concetracion,alogia,eco del pensamiento,afectividad_inapropiada,desorganización del pensamiento,comportamiento social inadecuado,anhedonia_relaciones_amigos,pensamientos_intrusivos,alucinaciones,nerviosismo,disnea,memoria_deterioro
Esquizofrenia_indiferenciada,taquicardia,cambios_en_el_apetito,paranoia intensa,memoria_deterioro,alucinaciones,contacto_visual_bajo,lenguaje desorganizado,comportamiento motor desorganizado,anhedonia,procesamiento_info_deficit,pensamientos_intrusivos,disminucion_del_libido,sentimiento_de_culpa,anergia_fisica,comportamiento social inadecuado,expresion_facial_reducida,alogia
Esquizofrenia_catatónica,alucinaciones,abulia_trabajo_estudio,cambios_en_el_apetito,expresion_facial_reducida,alogia,sudoracion,contacto_visual_bajo,control_pensamiento,alogia_pobreza_habla,sueño_o_fatiga,ideas_delirantes,anhedonia_sociabilidad,irritabilidad,anhedonia_intereses_sexuales,afectividad_inapropiada,abulia_higiene,comportamiento motor desorganizado
Esquizofrenia_indiferenciada,anhedonia_relaciones_familia,alogia_pobreza_contenido,hipoexpresividad emocional,cambios_en_el_apetito,expresion_facial_reducida,anhedonia_relaciones_amigos,afectividad_inapropiada,alogia,anhedonia_intereses_sexuales,alucinaciones,desorganización del pensamiento,comportamiento motor desorganizado,dificultad_de_concetracion,disminucion_del_libido,catatonía,gesticulacion_reducida,ideas_delirantes
Esquizofrenia_indiferenciada,alogia_pobreza_contenido,sudoracion,anhedonia_intereses_sexuales,paranoia intensa,eco del pensamiento,procesamiento_info_deficit,temblores,ideas_suicidas,anhedonia_sociabilidad,disnea,disminucion_del_libido,contacto_visual_bajo,hipoexpresividad emocional,alucinaciones,taquicardia,abulia,irritabilidad
Esquizofrenia_residual,anhedonia_relaciones_familia,memoria_deterioro,anergia_fisica,paranoia intensa,abulia_higiene,sueño_o_fatiga,comportamiento social inadecuado,disminucion_del_libido,alogia_bloqueos_pensamiento,nerviosismo,afectividad_inapropiada,contacto_visual_bajo,temblores,desorganización del pensamiento,anhedonia,alogia_pobreza_contenido,alucinaciones
Esquizofrenia_paranoide,pensamientos_intrusivos,eco del pensamiento,anergia_fisica,abulia_trabajo_estudio,anhedonia_intereses_recreativos,obsesiones_presencia,irritabilidad,contacto_visual_bajo,abulia,anhedonia,sudoracion,atencion_deterioro,hipoexpresividad emocional,anhedonia_intereses_sexuales,temblores,sentimiento_de_culpa,abulia_higiene
Esquizofrenia_residual,contacto_visual_bajo,alogia_bloqueos_pensamiento,anhedonia_intereses_recreativos,comportamiento motor desorganizado,sueño_o_fatiga,taquicardia,expresion_facial_reducida,alogia_pobreza_habla,nerviosismo,anergia_fisica,atencion_deterioro,hipervigilancia,lenguaje desorganizado,anhedonia_sociabilidad,obsesiones_presencia,ideas_suicidas,abulia_higiene
Esquizofrenia_desorganizada,comportamiento motor desorganizado,ideas_suicidas,expresion_facial_reducida,catatonía,temblores,dificultades en teoría de la mente,desorganización del pensamiento,contacto_visual_bajo,atencion_deterioro,anergia_fisica,anhedonia_intereses_recreativos,anhedonia_relaciones_amigos,sentimiento_de_culpa,cambios_en_el_apetito,sueño_o_fatiga,anhedonia,anhedonia_relaciones_familia
Esquizofrenia_desorganizada,alucinaciones,abulia_trabajo_estudio,sentimiento_de_culpa,eco del pensamiento,anhedonia_sociabilidad,disminucion_del_libido,tristeza,preocupacion,abulia,cambios_en_el_apetito,obsesiones_presencia,sueño_o_fatiga,atencion_deterioro,abulia_higiene,dificultades en teoría de la mente,pensamientos_intrusivos,taquicardia
Esquizofrenia_residual,abulia,taquicardia,contacto_visual_bajo,abulia_higiene,anhedonia_relaciones_amigos,sudoracion,anhedonia_sociabilidad,desorganización del pensamiento,dificultad_de_concetracion,dificultades en teoría de la mente,anergia_fisica,ideas_suicidas,sueño_o_fatiga,ideas_delirantes,temblores,preocupacion,atencion_deterioro
Esquizofrenia_indiferenciada,sentimiento_de_culpa,hipervigilancia,anhedonia_intereses_recreativos,irritabilidad,anhedonia_relaciones_familia,desorganización del pensamiento,nerviosismo,expresion_facial_reducida,pensamientos_intrusivos,cambios_en_el_apetito,comportamiento motor desorganizado,temblores,dificultades en teoría de la mente,disnea,anergia_fisica,lenguaje desorganizado,anhedonia_sociabilidad
Esquizofrenia_desorganizada,dificultad_de_concetracion,taquicardia,irritabilidad,anhedonia_intereses_recreativos,comportamiento social inadecuado,atencion_deterioro,abulia_trabajo_estudio,pensamientos_intrusivos,expresion_facial_reducida,alogia_pobreza_habla,eco del pensamiento,paranoia intensa,gesticulacion_reducida,desorganización del pensamiento,alucinaciones,sueño_o_fatiga,abulia_higiene
Esquizofrenia_residual,contacto_visual_bajo,anhedonia_sociabilidad,procesamiento_info_deficit,lenguaje desorganizado,sueño_o_fatiga,abulia_higiene,anhedonia_relaciones_amigos,catatonía,irritabilidad,dificultad_de_concetracion,alogia_bloqueos_pensamiento,atencion_deterioro,alogia_pobreza_contenido,alucinaciones,afectividad_inapropiada,preocupacion,anergia_fisica
Esquizofrenia_indiferenciada,hipervigilancia,procesamiento_info_deficit,alogia_bloqueos_pensamiento,sentimiento_de_culpa,anhedonia_sociabilidad,anhedonia_intereses_sexuales,alucinaciones,lenguaje desorganizado,alogia_pobreza_habla,nerviosismo,abulia_higiene,expresion_facial_reducida,eco del pensamiento,anergia_fisica,sudoracion,dificultad_de_concetracion,anhedonia_intereses_recreativos
Esquizofrenia_catatónica,taquicardia,afectividad_inapropiada,comportamiento social inadecuado,hipoexpresividad emocional,disnea,anhedonia_intereses_recreativos,alucinaciones,anhedonia,dificultad_de_concetracion,comportamiento motor desorganizado,ideas_delirantes,anhedonia_intereses_sexuales,anhedonia_relaciones_familia,obsesiones_presencia,alogia_pobreza_contenido,irritabilidad,anergia_fisica
Esquizofrenia_paranoide,disnea,desorganización del pensamiento,preocupacion,sudoracion,anhedonia_sociabilidad,abulia_trabajo_estudio,alucinaciones,dificultad_de_concetracion,abulia_higiene,anergia_fisica,dificultades en teoría de la mente,pensamientos_intrusivos,irritabilidad,comportamiento social inadecuado,alogia_pobreza_habla,eco del pensamiento,atencion_deterioro
Esquizofrenia_paranoide,procesamiento_info_deficit,anhedonia_relaciones_familia,anhedonia_relaciones_amigos,obsesiones_presencia,expresion_facial_reducida,contacto_visual_bajo,lenguaje desorganizado,memoria_deterioro,alogia_pobreza_contenido,sentimiento_de_culpa,anhedonia_intereses_recreativos,alogia,cambios_en_el_apetito,sueño_o_fatiga,abulia,taquicardia,pensamientos_intrusivos
Esquizofrenia_catatónica,alogia,anergia_fisica,obsesiones_presencia,tristeza,anhedonia_intereses_sexuales,dificultad_de_concetracion,control_pensamiento,ideas_suicidas,irritabilidad,atencion_deterioro,alogia_pobreza_habla,ideas_delirantes,comportamiento social inadecuado,abulia_trabajo_estudio,abulia,hipervigilancia,comportamiento motor desorganizado
Esquizofrenia_paranoide,abulia_trabajo_estudio,comportamiento motor desorganizado,alucinaciones,cambios_en_el_apetito,sentimiento_de_culpa,procesamiento_info_deficit,taquicardia,tristeza,abulia_higiene,disnea,lenguaje desorganizado,disminucion_del_libido,control_pensamiento,afectividad_inapropiada,nerviosismo,abulia,alogia_bloqueos_pensamiento
Esquizofrenia_residual,disnea,comportamiento social inadecuado,disminucion_del_libido,hipervigilancia,catatonía,abulia,ideas_delirantes,anhedonia_sociabilidad,anhedonia_relaciones_amigos,abulia_higiene,tristeza,dificultad_de_concetracion,expresion_facial_reducida,anergia_fisica,atencion_deterioro,ideas_suicidas,obsesiones_presencia
Esquizofrenia_indiferenciada,anhedonia_intereses_sexuales,tristeza,paranoia intensa,ideas_delirantes,obsesiones_presencia,alogia_bloqueos_pensamiento,temblores,anergia_fisica,nerviosismo,taquicardia,alogia,sueño_o_fatiga,alogia_pobreza_habla,disnea,pensamientos_intrusivos,anhedonia_intereses_recreativos,control_pensamiento
Esquizofrenia_catatónica,cambios_en_el_apetito,nerviosismo,expresion_facial_reducida,abulia,anhedonia_sociabilidad,alogia_pobreza_contenido,lenguaje desorganizado,alogia_bloqueos_pensamiento,abulia_trabajo_estudio,desorganización del pensamiento,alogia_pobreza_habla,afectividad_inapropiada,gesticulacion_reducida,taquicardia,abulia_higiene,sudoracion,tristeza
Esquizofrenia_indiferenciada,temblores,eco del pensamiento,procesamiento_info_deficit,pensamientos_intrusivos,comportamiento motor desorganizado,sudoracion,anergia_fisica,irritabilidad,anhedonia_intereses_sexuales,anhedonia,alogia_pobreza_contenido,alogia_pobreza_habla,expresion_facial_reducida,disnea,nerviosismo,memoria_deterioro,tristeza
Esquizofrenia_desorganizada,anhedonia_relaciones_familia,catatonía,disnea,preocupacion,anhedonia,procesamiento_info_deficit,eco del pensamiento,alogia_pobreza_habla,sudoracion,temblores,ideas_suicidas,tristeza,dificultad_de_concetracion,atencion_deterioro,paranoia intensa,memoria_deterioro,alogia_pobreza_contenido
Esquizofrenia_paranoide,temblores,anhedonia_sociabilidad,comportamiento social inadecuado,anhedonia_intereses_recreativos,comportamiento motor desorganizado,alucinaciones,lenguaje desorganizado,disminucion_del_libido,anhedonia_intereses_sexuales,anhedonia_relaciones_amigos,desorganización del pensamiento,alogia_pobreza_contenido,sentimiento_de_culpa,irritabilidad,afectividad_inapropiada,abulia_higiene,nerviosismo
Esquizofrenia_catatónica,hipoexpresividad emocional,dificultades en teoría de la mente,anhedonia,dificultad_de_concetracion,anhedonia_relaciones_familia,catatonía,comportamiento motor desorganizado,ideas_suicidas,obsesiones_presencia,abulia,atencion_deterioro,pensamientos_intrusivos,expresion_facial_reducida,eco del pensamiento,anhedonia_relaciones_amigos,abulia_trabajo_estudio,alogia_pobreza_contenido
Esquizofrenia_indiferenciada,ideas_suicidas,comportamiento motor desorganizado,expresion_facial_reducida,ideas_delirantes,alogia_pobreza_contenido,sueño_o_fatiga,anhedonia_relaciones_amigos,memoria_deterioro,preocupacion,control_pensamiento,anhedonia_relaciones_familia,desorganización del pensamiento,afectividad_inapropiada,alogia,lenguaje desorganizado,dificultad_de_concetracion,anhedonia
Esquizofrenia_residual,alogia_pobreza_contenido,afectividad_inapropiada,abulia_trabajo_estudio,ideas_suicidas,alogia,anhedonia_sociabilidad,comportamiento social inadecuado,disnea,preocupacion,anhedonia,alogia_pobreza_habla,dificultad_de_concetracion,anhedonia_relaciones_amigos,anhedonia_intereses_sexuales,anhedonia_intereses_recreativos,alogia_bloqueos_pensamiento,sentimiento_de_culpa
Esquizofrenia_residual,abulia,control_pensamiento,lenguaje desorganizado,hipervigilancia,atencion_deterioro,dificultad_de_concetracion,comportamiento motor desorganizado,desorganización del pensamiento,hipoexpresividad emocional,nerviosismo,anergia_fisica,preocupacion,paranoia intensa,alucinaciones,cambios_en_el_apetito,ideas_suicidas,alogia_pobreza_contenido
Esquizofrenia_indiferenciada,alogia_bloqueos_pensamiento,hipoexpresividad emocional,tristeza,anhedonia_intereses_sexuales,procesamiento_info_deficit,contacto_visual_bajo,desorganización del pensamiento,anhedonia_intereses_recreativos,gesticulacion_reducida,irritabilidad,temblores,dificultades en teoría de la mente,sudoracion,dificultad_de_concetracion,preocupacion,expresion_facial_reducida,sueño_o_fatiga
Esquizofrenia_residual,alogia_pobreza_contenido,comportamiento social inadecuado,paranoia intensa,temblores,disminucion_del_libido,taquicardia,nerviosismo,anhedonia_intereses_sexuales,memoria_deterioro,control_pensamiento,alogia_bloqueos_pensamiento,alogia,anhedonia_relaciones_familia,abulia_higiene,alogia_pobreza_habla,expresion_facial_reducida,hipoexpresividad emocional
Esquizofrenia_indiferenciada,eco del pensamiento,alogia_bloqueos_pensamiento,sentimiento_de_culpa,abulia_trabajo_estudio,anhedonia_relaciones_amigos,anergia_fisica,alogia_pobreza_habla,abulia,hipervigilancia,preocupacion,sudoracion,afectividad_inapropiada,nerviosismo,anhedonia_relaciones_familia,comportamiento social inadecuado,dificultad_de_concetracion,cambios_en_el_apetito
Esquizofrenia_residual,afectividad_inapropiada,abulia_higiene,preocupacion,tristeza,taquicardia,anergia_fisica,hipervigilancia,pensamientos_intrusivos,disminucion_del_libido,alogia,contacto_visual_bajo,anhedonia_relaciones_familia,alucinaciones,alogia_bloqueos_pensamiento,atencion_deterioro,paranoia intensa,sentimiento_de_culpa
Esquizofrenia_residual,abulia_higiene,disminucion_del_libido,anhedonia_intereses_recreativos,ideas_suicidas,abulia_trabajo_estudio,irritabilidad,comportamiento social inadecuado,obsesiones_presencia,alogia,anhedonia_relaciones_familia,sueño_o_fatiga,paranoia intensa,expresion_facial_reducida,ideas_delirantes,comportamiento motor desorganizado,sudoracion,anergia_fisica
Esquizofrenia_paranoide,alogia,preocupacion,anhedonia,control_pensamiento,irritabilidad,ideas_suicidas,abulia_higiene,disnea,catatonía,ideas_delirantes,pensamientos_intrusivos,sueño_o_fatiga,sentimiento_de_culpa,sudoracion,obsesiones_presencia,nerviosismo,anhedonia_relaciones_amigos
Esquizofrenia_desorganizada,paranoia intensa,anergia_fisica,anhedonia_intereses_recreativos,disnea,procesamiento_info_deficit,memoria_deterioro,comportamiento motor desorganizado,anhedonia_intereses_sexuales,alogia_bloqueos_pensamiento,catatonía,alucinaciones,taquicardia,ideas_suicidas,alogia_pobreza_habla,abulia,sentimiento_de_culpa,desorganización del pensamiento
Esquizofrenia_residual,dificultad_de_concetracion,preocupacion,alogia_pobreza_contenido,alucinaciones,hipervigilancia,anhedonia,lenguaje desorganizado,ideas_delirantes,pensamientos_intrusivos,abulia_trabajo_estudio,abulia_higiene,taquicardia,desorganización del pensamiento,alogia,comportamiento social inadecuado,anhedonia_intereses_sexuales,anergia_fisica
Esquizofrenia_indiferenciada,cambios_en_el_apetito,control_pensamiento,anhedonia_relaciones_amigos,abulia_higiene,comportamiento social inadecuado,atencion_deterioro,alogia,dificultades en teoría de la mente,abulia,abulia_trabajo_estudio,desorganización del pensamiento,sentimiento_de_culpa,dificultad_de_concetracion,expresion_facial_reducida,ideas_delirantes,procesamiento_info_deficit,catatonía
Esquizofrenia_paranoide,irritabilidad,alogia,dificultad_de_concetracion,abulia_trabajo_estudio,procesamiento_info_deficit,anergia_fisica,alucinaciones,anhedonia,disnea,anhedonia_intereses_recreativos,expresion_facial_reducida,preocupacion,alogia_bloqueos_pensamiento,control_pensamiento,pensamientos_intrusivos,paranoia intensa,nerviosismo
Esquizofrenia_indiferenciada,anergia_fisica,abulia_trabajo_estudio,dificultades en teoría de la mente,disminucion_del_libido,obsesiones_presencia,lenguaje desorganizado,catatonía,eco del pensamiento,afectividad_inapropiada,abulia,alogia_pobreza_habla,desorganización del pensamiento,sudoracion,anhedonia,alogia,memoria_deterioro,procesamiento_info_deficit
Esquizofrenia_catatónica,alogia_bloqueos_pensamiento,disnea,nerviosismo,memoria_deterioro,comportamiento social inadecuado,hipervigilancia,irritabilidad,catatonía,abulia_higiene,dificultad_de_concetracion,anhedonia,abulia_trabajo_estudio,gesticulacion_reducida,cambios_en_el_apetito,alucinaciones,taquicardia,preocupacion
Esquizofrenia_paranoide,sudoracion,preocupacion,anhedonia_sociabilidad,ideas_suicidas,anergia_fisica,dificultades en teoría de la mente,alogia,comportamiento social inadecuado,atencion_deterioro,anhedonia,cambios_en_el_apetito,expresion_facial_reducida,anhedonia_relaciones_familia,paranoia intensa,pensamientos_intrusivos,alogia_bloqueos_pensamiento,anhedonia_intereses_sexuales
Esquizofrenia_catatónica,afectividad_inapropiada,hipoexpresividad emocional,comportamiento motor desorganizado,anhedonia_relaciones_amigos,tristeza,alogia_bloqueos_pensamiento,atencion_deterioro,nerviosismo,lenguaje desorganizado,alucinaciones,sentimiento_de_culpa,catatonía,contacto_visual_bajo,dificultad_de_concetracion,pensamientos_intrusivos,obsesiones_presencia,anhedonia_intereses_recreativos
Esquizofrenia_residual,dificultad_de_concetracion,memoria_deterioro,disminucion_del_libido,anhedonia_relaciones_amigos,temblores,alogia_pobreza_contenido,hipoexpresividad emocional,taquicardia,irritabilidad,sudoracion,alucinaciones,atencion_deterioro,ideas_delirantes,afectividad_inapropiada,alogia_bloqueos_pensamiento,abulia_trabajo_estudio,desorganización del pensamiento
Esquizofrenia_catatónica,afectividad_inapropiada,expresion_facial_reducida,memoria_deterioro,alucinaciones,anhedonia,procesamiento_info_deficit,irritabilidad,anhedonia_intereses_recreativos,disminucion_del_libido,anhedonia_intereses_sexuales,taquicardia,alogia_pobreza_contenido,anergia_fisica,disnea,catatonía,control_pensamiento,anhedonia_relaciones_familia
Esquizofrenia_paranoide,gesticulacion_reducida,ideas_suicidas,irritabilidad,alogia,sueño_o_fatiga,lenguaje desorganizado,temblores,abulia,abulia_trabajo_estudio,anhedonia_relaciones_familia,paranoia intensa,tristeza,alogia_bloqueos_pensamiento,control_pensamiento,catatonía,preocupacion,obsesiones_presencia
Esquizofrenia_desorganizada,comportamiento social inadecuado,procesamiento_info_deficit,afectividad_inapropiada,contacto_visual_bajo,preocupacion,disnea,anhedonia_sociabilidad,abulia_trabajo_estudio,anhedonia_relaciones_familia,cambios_en_el_apetito,abulia_higiene,lenguaje desorganizado,irritabilidad,anhedonia_intereses_sexuales,desorganización del pensamiento,expresion_facial_reducida,anhedonia
Esquizofrenia_paranoide,alucinaciones,hipervigilancia,contacto_visual_bajo,hipoexpresividad emocional,comportamiento motor desorganizado,desorganización del pensamiento,anhedonia_intereses_recreativos,procesamiento_info_deficit,anhedonia,nerviosismo,catatonía,abulia,alogia_bloqueos_pensamiento,disminucion_del_libido,anhedonia_relaciones_amigos,anhedonia_intereses_sexuales,memoria_deterioro
Esquizofrenia_desorganizada,alucinaciones,irritabilidad,tristeza,anhedonia_relaciones_familia,dificultades en teoría de la mente,anergia_fisica,expresion_facial_reducida,anhedonia,disminucion_del_libido,catatonía,afectividad_inapropiada,alogia_pobreza_habla,disnea,abulia_trabajo_estudio,dificultad_de_concetracion,cambios_en_el_apetito,ideas_delirantes
Esquizofrenia_catatónica,abulia_higiene,atencion_deterioro,expresion_facial_reducida,alogia_pobreza_contenido,hipoexpresividad emocional,memoria_deterioro,temblores,sueño_o_fatiga,anhedonia_sociabilidad,preocupacion,tristeza,irritabilidad,alucinaciones,paranoia intensa,anergia_fisica,disnea,control_pensamiento
Esquizofrenia_paranoide,expresion_facial_reducida,irritabilidad,comportamiento motor desorganizado,alucinaciones,cambios_en_el_apetito,gesticulacion_reducida,anhedonia_intereses_recreativos,anhedonia_relaciones_familia,temblores,control_pensamiento,disminucion_del_libido,anhedonia,preocupacion,desorganización del pensamiento,tristeza,alogia_pobreza_contenido,abulia
Esquizofrenia_indiferenciada,disminucion_del_libido,anergia_fisica,anhedonia_sociabilidad,abulia_higiene,memoria_deterioro,ideas_delirantes,dificultad_de_concetracion,gesticulacion_reducida,obsesiones_presencia,hipoexpresividad emocional,disnea,irritabilidad,hipervigilancia,anhedonia,atencion_deterioro,ideas_suicidas,anhedonia_relaciones_familia
Esquizofrenia_paranoide,anhedonia_relaciones_amigos,procesamiento_info_deficit,ideas_delirantes,preocupacion,irritabilidad,anhedonia_intereses_sexuales,alogia,comportamiento social inadecuado,desorganización del pensamiento,anergia_fisica,sudoracion,alucinaciones,expresion_facial_reducida,catatonía,alogia_pobreza_contenido,tristeza,eco del pensamiento
Esquizofrenia_indiferenciada,anhedonia_sociabilidad,atencion_deterioro,pensamientos_intrusivos,gesticulacion_reducida,ideas_delirantes,disnea,procesamiento_info_deficit,paranoia intensa,catatonía,anhedonia_relaciones_familia,alogia,preocupacion,dificultades en teoría de la mente,obsesiones_presencia,anhedonia_relaciones_amigos,alogia_pobreza_contenido,contacto_visual_bajo
Esquizofrenia_indiferenciada,procesamiento_info_deficit,taquicardia,alucinaciones,anhedonia,gesticulacion_reducida,preocupacion,memoria_deterioro,anhedonia_intereses_recreativos,anhedonia_relaciones_familia,dificultades en teoría de la mente,disnea,sentimiento_de_culpa,sudoracion,paranoia intensa,sueño_o_fatiga,anhedonia_intereses_sexuales,dificultad_de_concetracion
Esquizofrenia_residual,contacto_visual_bajo,sueño_o_fatiga,alucinaciones,sentimiento_de_culpa,anhedonia_sociabilidad,alogia_bloqueos_pensamiento,alogia_pobreza_habla,nerviosismo,lenguaje desorganizado,abulia,atencion_deterioro,taquicardia,eco del pensamiento,procesamiento_info_deficit,pensamientos_intrusivos,afectividad_inapropiada,dificultades en teoría de la mente
Esquizofrenia_catatónica,anhedonia_intereses_sexuales,control_pensamiento,pensamientos_intrusivos,cambios_en_el_apetito,alogia,ideas_suicidas,desorganización del pensamiento,dificultad_de_concetracion,contacto_visual_bajo,anhedonia_intereses_recreativos,sudoracion,anhedonia_relaciones_amigos,comportamiento social inadecuado,catatonía,sentimiento_de_culpa,anhedonia,preocupacion
Esquizofrenia_desorganizada,sentimiento_de_culpa,anhedonia_relaciones_amigos,atencion_deterioro,abulia_trabajo_estudio,ideas_delirantes,comportamiento motor desorganizado,expresion_facial_reducida,lenguaje desorganizado,anhedonia_sociabilidad,anhedonia_relaciones_familia,gesticulacion_reducida,taquicardia,ideas_suicidas,irritabilidad,alogia,alucinaciones,contacto_visual_bajo
Esquizofrenia_paranoide,procesamiento_info_deficit,lenguaje desorganizado,anhedonia_relaciones_familia,alogia,dificultades en teoría de la mente,nerviosismo,sentimiento_de_culpa,disnea,memoria_deterioro,taquicardia,comportamiento motor desorganizado,abulia,anhedonia_intereses_recreativos,cambios_en_el_apetito,anhedonia_sociabilidad,anhedonia_relaciones_amigos,dificultad_de_concetracion
Esquizofrenia_paranoide,tristeza,comportamiento motor desorganizado,ideas_suicidas,preocupacion,atencion_deterioro,cambios_en_el_apetito,eco del pensamiento,sueño_o_fatiga,anhedonia,alucinaciones,comportamiento social inadecuado,disnea,alogia_pobreza_contenido,temblores,abulia_higiene,hipervigilancia,irritabilidad
Esquizofrenia_desorganizada,anergia_fisica,desorganización del pensamiento,sudoracion,hipoexpresividad emocional,anhedonia_intereses_sexuales,afectividad_inapropiada,anhedonia_sociabilidad,contacto_visual_bajo,procesamiento_info_deficit,alogia,anhedonia_intereses_recreativos,memoria_deterioro,sentimiento_de_culpa,dificultades en teoría de la mente,abulia,anhedonia_relaciones_amigos,disminucion_del_libido
Esquizofrenia_residual,lenguaje desorganizado,hipoexpresividad emocional,sentimiento_de_culpa,hipervigilancia,taquicardia,comportamiento social inadecuado,preocupacion,disminucion_del_libido,expresion_facial_reducida,anhedonia,memoria_deterioro,catatonía,alogia,comportamiento motor desorganizado,alucinaciones,sueño_o_fatiga,control_pensamiento
Esquizofrenia_residual,anhedonia_sociabilidad,sueño_o_fatiga,procesamiento_info_deficit,hipervigilancia,alogia_bloqueos_pensamiento,anergia_fisica,abulia_trabajo_estudio,irritabilidad,alogia_pobreza_habla,anhedonia,obsesiones_presencia,contacto_visual_bajo,anhedonia_relaciones_amigos,sudoracion,preocupacion,gesticulacion_reducida,catatonía
